"participant_id","academic_yr","assignment","response_min","percent_accuracy","jazz_familiarity","sleep_quality_binary","music_study_habit_binary","caffeine_binary","stress_pre_test"
1631,"3","Instrumental_Jazz",41.659163705823,90,4,1,0,0,1
1632,"3","No_Music",49.3553991026257,76,4,0,1,1,1
1633,"3","Instrumental_Jazz",42.5288064081534,81.2,2,0,1,1,3
1634,"3","Jazz",46.1270139024504,74.7,3,1,1,1,4
1635,"3","No_Music",48.3559313475224,72.4,4,0,0,1,1
1636,"3","Jazz",42.6124411988248,64,4,1,1,0,2
1637,"3","Jazz",49.244683062188,68.4,3,1,1,1,2
1638,"3","Jazz",51.6360328540259,64.8,4,1,0,1,3
1639,"3","Jazz",51.0214307981473,73.8,1,0,1,0,3
1640,"3","No_Music",49.7455070288154,76.2,5,1,1,1,4
1641,"3","Instrumental_Jazz",41.7786344687013,73.8,3,1,0,0,3
1642,"3","Jazz",51.441689803248,71.2,1,0,0,1,3
1643,"3","Jazz",43.5065482666667,67.8,2,0,1,1,3
1644,"3","No_Music",52.9172590492449,74,3,1,0,1,2
1645,"3","Instrumental_Jazz",52.5093327261354,85.7,3,0,0,1,2
1646,"3","No_Music",47.9109603641406,82.2,3,0,0,0,3
1647,"3","No_Music",53.3294176138558,82.1,5,0,0,0,1
1648,"3","Instrumental_Jazz",46.5386852084402,83.8,3,1,0,0,2
1649,"3","Instrumental_Jazz",42.3168006426749,88.1,5,1,1,1,2
1650,"3","No_Music",48.793115660341,73.9,1,1,0,1,2
1651,"3","Instrumental_Jazz",43.7827886910885,78.4,3,1,0,1,1
1652,"3","No_Music",39.9879368882995,84.7,3,1,1,1,3
1653,"3","Jazz",53.4035825875885,76,3,1,0,1,1
1654,"3","Jazz",54.7524888297022,68.7,2,0,1,1,2
1655,"3","Jazz",47.7262971274065,75.8,2,1,0,0,1
1656,"3","Instrumental_Jazz",43.9366322784226,87,3,1,0,1,2
1657,"3","Jazz",46.680060985674,77.1,2,0,1,1,3
1658,"3","No_Music",42.696823109088,77.3,3,1,1,1,1
1659,"3","Instrumental_Jazz",40.8561584370846,85.8,3,1,1,0,3
1660,"3","Instrumental_Jazz",46.1377849526721,85.3,4,1,0,0,1
1661,"3","Instrumental_Jazz",45.7036433371014,85.7,4,0,0,1,5
1662,"3","No_Music",45.7419658991928,83.8,3,0,0,0,3
1663,"3","Jazz",50.090690168413,60.4,3,0,1,0,2
1664,"3","No_Music",49.1657058047437,86.1,5,0,1,0,3
1665,"3","Instrumental_Jazz",48.7082868020167,78.2,3,0,1,0,4
1666,"3","No_Music",48.4356342021538,75.2,3,1,0,1,3
1667,"3","Jazz",50.412763383135,69.3,2,1,0,0,1
1668,"3","No_Music",44.6082118886862,72.8,5,0,1,0,1
1669,"3","No_Music",51.8193224196514,82.4,3,1,1,0,5
1670,"3","No_Music",45.8147030917328,79,3,1,1,1,2
1671,"3","Instrumental_Jazz",39.669689782979,82.9,3,1,0,1,1
1672,"3","No_Music",56.7464107106586,74.5,3,1,1,0,3
1673,"3","Instrumental_Jazz",41.8280897277061,85.4,1,1,0,1,2
1674,"3","Instrumental_Jazz",47.1689607873796,85.4,5,1,0,0,5
1675,"3","Jazz",57.2051911641773,75.5,4,1,1,0,1
1676,"3","No_Music",51.7906941836907,89.7,2,0,0,1,2
1677,"3","Instrumental_Jazz",44.1920175518997,90.5,3,1,1,1,3
1678,"3","No_Music",57.4207354806852,85.5,2,1,0,1,2
1679,"3","Instrumental_Jazz",43.436505011383,73,1,1,1,1,1
1680,"3","Jazz",45.1730839403033,69.1,1,1,0,0,3
1681,"3","Instrumental_Jazz",49.7426990522415,83.5,4,0,0,0,2
1682,"3","Jazz",55.9204599948937,76,4,1,1,0,1
1683,"3","No_Music",53.8032706958312,83.2,2,1,1,1,2
1684,"3","Instrumental_Jazz",42.015673449499,85.9,2,1,1,1,1
1685,"3","Instrumental_Jazz",44.43273933915,75.2,4,1,1,1,3
1686,"3","Jazz",65.38141513871,73.2,3,0,1,0,1
1687,"3","Instrumental_Jazz",45.2934621025136,82.9,4,1,1,1,3
1688,"3","Jazz",57.4324367167607,73.3,4,1,1,1,2
1689,"3","No_Music",48.9808993412358,70.5,4,1,1,1,3
1690,"3","Jazz",50.0223776679179,66.3,3,0,1,0,5
1691,"3","No_Music",38.5751799062193,75.8,4,0,0,1,2
1692,"3","No_Music",43.8226302924034,77.1,4,1,1,1,1
1693,"3","Jazz",44.0178874906065,64.2,3,1,0,0,4
1694,"3","Jazz",46.655164712388,59,3,0,1,1,1
1695,"3","Jazz",55.418079593206,65.6,3,1,1,0,1
1696,"3","No_Music",53.1309498669492,74.8,3,0,1,1,1
1697,"3","No_Music",49.2338808317577,75,3,0,1,1,2
1698,"3","Instrumental_Jazz",42.9716139852008,89.2,1,0,1,0,2
1699,"3","Instrumental_Jazz",48.8874038751165,82.4,3,0,1,1,2
1700,"3","No_Music",44.4887172175962,75.7,1,1,0,0,4
1701,"3","Jazz",51.647478019181,65.1,3,0,1,0,1
1702,"3","No_Music",48.5018186431423,80.4,3,1,0,0,2
1703,"3","Jazz",61.0984410025534,64.5,5,0,0,1,4
1704,"3","No_Music",54.0608830051598,79.9,3,1,1,1,5
1705,"3","Jazz",48.3441670392372,74.7,4,1,1,0,1
1706,"3","Jazz",55.6815498786377,74.2,2,1,0,1,5
1707,"3","Jazz",48.6894760606017,66.5,2,0,1,1,1
1708,"3","Instrumental_Jazz",45.1965381108934,89.9,3,1,1,0,2
1709,"3","Instrumental_Jazz",49.5451726241571,74.4,1,1,0,0,3
1710,"3","Jazz",40.5836542754173,70.6,5,1,1,1,3
1711,"3","No_Music",51.0126713416438,87.2,5,0,0,0,2
1712,"3","No_Music",46.8412982112605,80.9,2,0,0,1,3
1713,"3","Jazz",49.1448639781673,70.2,4,1,1,1,3
1714,"3","Instrumental_Jazz",37.4338064933267,82,1,1,1,1,2
1715,"3","Jazz",53.1171503361888,69.3,2,1,0,1,2
1716,"3","Jazz",47.8338040754712,80.8,2,1,1,0,1
1717,"3","Instrumental_Jazz",54.846412162359,89.7,2,1,1,0,3
1718,"3","No_Music",50.9575864950215,81.9,5,1,1,0,3
1719,"3","Instrumental_Jazz",41.7225879840756,91.8,4,1,1,0,3
1720,"3","Instrumental_Jazz",48.6705825995098,76.7,4,0,1,0,2
1721,"3","No_Music",49.8349411793034,76.3,3,1,0,1,3
1722,"3","Jazz",58.0479210536534,63.9,3,1,0,1,2
1723,"3","Jazz",58.7799239690933,68,4,1,0,1,1
1724,"3","No_Music",44.3625149115827,75.5,3,1,0,0,5
1725,"3","Jazz",54.3485518014177,74.6,4,0,1,0,1
1726,"3","No_Music",45.0162068872397,77.6,2,0,1,1,1
1727,"3","No_Music",50.34595328668,71.8,4,0,1,1,3
1728,"3","No_Music",54.5185314792605,71.5,3,0,1,0,2
1729,"3","Jazz",58.5525397281069,64,2,1,1,0,2
1730,"3","No_Music",44.3019411305819,74.6,3,0,1,0,4
1731,"3","No_Music",46.5304875474551,82.8,3,0,1,0,3
1732,"3","Jazz",43.1621752476581,67.6,4,0,1,0,5
1733,"3","Jazz",55.9507379057969,70.3,3,1,0,0,1
1734,"3","No_Music",53.0621134827455,72.6,4,1,0,1,3
1735,"3","No_Music",52.5778772162678,79,3,0,1,0,3
1736,"3","No_Music",50.9395785597448,70.1,3,0,1,0,4
1737,"3","Jazz",54.0560414863295,69.6,3,1,0,0,2
1738,"3","No_Music",47.3708027840045,84,2,1,0,0,2
1739,"3","Instrumental_Jazz",42.7830194914296,79.9,5,1,1,1,3
1740,"3","No_Music",47.853035015867,78.6,3,1,1,0,2
1741,"3","Instrumental_Jazz",58.077898954636,74.5,4,1,0,1,1
1742,"3","No_Music",50.9295236253716,80.2,2,0,1,1,2
1743,"3","Instrumental_Jazz",44.8561640752649,88,5,1,1,0,3
1744,"3","Instrumental_Jazz",48.03261086673,89.6,5,0,0,0,2
1745,"3","Jazz",50.2971875951588,72.2,3,0,0,1,3
1746,"3","Instrumental_Jazz",52.9675971386357,95,5,0,0,1,2
1747,"3","Jazz",56.7674529284559,70.7,3,1,1,0,3
1748,"3","Instrumental_Jazz",36.6698532560834,84.3,3,1,0,0,5
1749,"3","No_Music",46.5581715858716,75.3,4,0,1,1,1
1750,"3","Jazz",45.3425488574858,69.1,3,0,1,0,5
1751,"3","No_Music",49.5085694473067,80.1,3,1,1,0,1
1752,"3","Instrumental_Jazz",46.4105881052023,87.4,2,1,0,1,3
1753,"3","No_Music",53.575289022763,76.3,4,1,1,1,2
1754,"3","Instrumental_Jazz",40.6585412243263,73.1,2,0,1,0,3
1755,"3","Instrumental_Jazz",40.1853216460611,84.7,3,1,0,0,1
1756,"3","Jazz",51.1302513618379,72.7,3,0,1,1,3
1757,"3","Jazz",44.4544474641639,61.6,2,0,1,1,2
1758,"3","Jazz",56.7598036351351,70.5,2,1,1,0,5
1759,"3","Instrumental_Jazz",44.3462539762581,78.6,1,0,1,0,4
1760,"3","Instrumental_Jazz",39.6568846061089,83.7,4,0,1,1,2
1761,"3","Instrumental_Jazz",44.6555528504097,80.9,4,1,1,1,1
1762,"3","Instrumental_Jazz",49.9311819920775,84.7,1,0,1,0,3
1763,"3","Instrumental_Jazz",52.7657252757088,87.3,2,1,1,0,2
1764,"3","No_Music",56.2655054817097,74.5,3,0,0,1,2
1765,"3","Instrumental_Jazz",48.4679211667213,89.4,3,1,1,0,1
1766,"3","Jazz",54.594130910997,73.7,4,1,1,1,3
1767,"3","Jazz",55.4387423940724,76.2,3,1,1,1,3
1768,"3","No_Music",59.6440804560609,73.1,3,1,1,0,3
1769,"3","No_Music",44.1360566223992,73.2,4,1,1,0,3
1770,"3","No_Music",51.9020846768977,83.6,3,0,1,1,3
1771,"3","Instrumental_Jazz",44.6966150365685,83.6,3,1,0,1,5
1772,"3","Instrumental_Jazz",52.6343079068032,83.6,1,0,1,1,1
1773,"3","Instrumental_Jazz",55.320611603659,81.2,3,1,1,0,3
1774,"3","Jazz",43.401815466605,68.3,3,1,1,1,2
1775,"3","Jazz",44.2336229831977,68.3,1,1,0,0,3
1776,"3","No_Music",46.7741156736259,75,3,1,1,0,2
1777,"3","Jazz",52.3234734354064,69.3,3,1,1,0,2
1778,"3","Jazz",48.7875001232815,72.3,3,0,0,0,4
1779,"3","Instrumental_Jazz",44.7870849091321,88.4,3,0,1,1,4
1780,"3","Jazz",48.9949023465407,76.3,4,1,1,0,1
1781,"3","No_Music",59.8613101377292,72.6,5,0,0,0,2
1782,"3","No_Music",45.2056321018428,78.3,2,1,1,0,5
1783,"3","Instrumental_Jazz",45.3444762734825,91.3,3,1,0,0,1
1784,"3","Jazz",51.5596381273392,66.1,3,1,1,1,2
1785,"3","Instrumental_Jazz",52.612222773934,88.8,3,1,0,1,3
1786,"3","No_Music",46.8141684304969,69.6,3,0,1,1,2
1787,"3","Jazz",46.1392871801966,71.5,2,1,1,1,3
1788,"3","Instrumental_Jazz",52.1555915910032,81.4,4,1,1,1,3
1789,"3","No_Music",56.2690670765815,73.3,4,1,0,0,5
1790,"3","Instrumental_Jazz",37.747348199187,88.2,3,1,0,1,2
1791,"3","Jazz",51.0571093038056,67.8,4,1,0,0,3
1792,"3","No_Music",49.0026104720638,72.4,2,1,1,1,1
1793,"3","No_Music",49.2946752503512,76.3,5,0,1,1,2
1794,"3","No_Music",47.3665929508148,73.2,2,1,0,1,1
1795,"3","Jazz",48.1063626450136,59.6,2,1,0,0,3
1796,"3","Jazz",57.8617090224523,74.5,5,1,0,1,5
1797,"3","No_Music",47.9005417105892,77,2,0,0,0,4
1798,"3","No_Music",49.3601800497733,70.9,4,1,1,1,3
1799,"3","Instrumental_Jazz",42.7330698525523,81.5,4,0,1,0,2
1800,"3","Instrumental_Jazz",51.1703965551124,88.7,4,0,1,1,3
1801,"3","Jazz",49.5242464381529,68.3,4,1,1,1,2
1802,"3","Instrumental_Jazz",47.7181715275982,95.1,5,0,0,1,2
1803,"3","Instrumental_Jazz",51.5839326106044,83.6,4,1,0,0,2
1804,"3","Instrumental_Jazz",44.4833488170227,88.6,4,1,1,1,3
1805,"3","Jazz",43.5776213499282,76.1,3,0,0,0,2
1806,"3","Jazz",52.707825781958,53.3,3,0,1,0,4
1807,"3","Instrumental_Jazz",40.1648171554697,89.3,3,1,1,0,4
1808,"3","Jazz",60.6757946630811,64.3,3,1,0,1,3
1809,"3","Instrumental_Jazz",50.0090376524129,80.2,1,0,0,0,3
1810,"3","Jazz",51.5745601734307,70.6,3,0,1,0,2
1811,"3","Jazz",51.6264107468098,74.8,2,1,0,1,3
1812,"3","Instrumental_Jazz",49.7316941745422,75.8,3,1,1,1,2
1813,"3","Jazz",59.2834960320536,75.4,3,1,1,0,2
1814,"3","Jazz",53.2007837855296,62.7,5,0,1,0,3
1815,"3","Instrumental_Jazz",50.3005322176776,78.8,3,1,1,0,2
1816,"3","Instrumental_Jazz",47.0429590044544,90,5,1,0,1,2
1817,"3","No_Music",56.0890570512418,74.7,3,1,0,1,2
1818,"3","Jazz",64.0497232317471,73.4,4,1,1,1,1
1819,"3","Jazz",47.2433984112949,74.4,1,1,1,0,4
1820,"3","Instrumental_Jazz",40.3800559000403,90.1,2,1,0,0,3
1821,"3","Instrumental_Jazz",35.5423295952211,82.9,2,1,0,1,2
1822,"3","No_Music",50.9560505923582,79.3,2,1,1,0,4
1823,"3","Instrumental_Jazz",42.9073073123295,84.5,2,1,1,0,1
1824,"3","Jazz",58.0345229950482,73.5,3,1,1,0,1
1825,"3","Jazz",42.5572065813652,68.8,4,1,0,1,5
1826,"3","No_Music",50.493352145857,87.2,4,1,1,1,1
1827,"3","No_Music",51.5434217338302,85.7,2,1,1,1,3
1828,"3","Instrumental_Jazz",39.2477941312725,90.3,3,1,0,0,4
1829,"3","Instrumental_Jazz",35.672642555249,90.7,3,1,0,1,5
1830,"3","Jazz",53.8657365210216,81,3,0,0,0,2
1831,"3","No_Music",41.9096629399511,79.2,3,1,0,0,2
1832,"3","No_Music",43.9656286669591,74.7,4,1,0,1,3
1833,"3","No_Music",46.7973463902151,70.7,3,1,1,0,1
1834,"3","Instrumental_Jazz",49.5153346168795,87.9,3,0,1,0,2
1835,"3","Instrumental_Jazz",39.4898178779454,83.7,3,1,1,1,2
1836,"3","No_Music",44.8324197337794,78.1,4,1,1,0,2
1837,"3","Jazz",44.9648138199707,71.3,2,0,0,0,3
1838,"3","Instrumental_Jazz",44.8460066015139,79.9,2,1,0,1,3
1839,"3","Jazz",48.2766657423222,71.9,4,1,0,0,3
1840,"3","Instrumental_Jazz",53.9538376502534,83.6,2,1,0,0,2
1841,"3","Jazz",53.2417278208037,74.6,3,1,1,1,5
1842,"3","Instrumental_Jazz",56.0492104347062,85.8,2,1,1,0,3
1843,"3","Jazz",50.7039956368033,67.9,3,1,1,0,3
1844,"3","Instrumental_Jazz",50.2532388756001,84.8,3,0,1,0,1
1845,"3","Instrumental_Jazz",45.8187472834256,90.5,5,1,0,1,4
1846,"3","Instrumental_Jazz",43.7379854967251,82.1,1,0,1,0,4
1847,"3","Jazz",59.9636855644849,72.5,2,1,1,1,1
1848,"3","Jazz",59.2318616831038,66.3,3,1,1,0,2
1849,"3","Jazz",49.8407702347792,81.5,4,1,1,0,3
1850,"3","No_Music",42.9487141170077,83.3,1,0,1,0,2
1851,"3","No_Music",50.4315478162621,76.2,3,1,1,0,1
1852,"3","Instrumental_Jazz",55.2940972213866,89.7,2,1,1,0,1
1853,"3","No_Music",54.9961603821892,73.2,1,1,1,0,4
1854,"3","Instrumental_Jazz",35.9642282855502,87.7,2,1,1,1,4
1855,"3","Instrumental_Jazz",35.8865784640493,74.3,3,1,0,1,2
1856,"3","No_Music",50.3840767446062,72.3,4,1,0,0,2
1857,"3","Jazz",57.7663492802264,71.9,1,0,0,0,1
1858,"3","No_Music",48.7074358979722,87.2,4,0,1,0,2
1859,"3","Instrumental_Jazz",43.5645225049595,89.7,4,1,0,1,3
1860,"3","No_Music",57.5087867516362,78.9,3,1,1,1,4
1861,"3","Jazz",62.0999852083495,73.8,3,0,1,0,2
1862,"3","No_Music",50.1611262524222,72.9,2,0,1,0,2
1863,"3","Jazz",51.5295984833954,72.4,4,1,0,0,2
1864,"3","No_Music",50.9541544598661,61.4,2,1,1,0,4
1865,"3","No_Music",47.8370956745784,80.1,4,1,0,0,2
1866,"3","No_Music",45.1184033267243,78.2,3,1,0,0,2
1867,"3","Jazz",44.6107690477171,69.3,1,1,0,0,2
1868,"3","Instrumental_Jazz",44.2705415550992,82.4,3,1,1,0,2
1869,"3","Instrumental_Jazz",49.8270818372034,83.1,4,0,1,1,1
1870,"3","Jazz",62.005268405633,72.1,3,1,1,0,2
1871,"3","Instrumental_Jazz",46.1365333454493,75.4,3,0,1,0,2
1872,"3","No_Music",53.0833630461139,76.1,4,1,1,0,4
1873,"3","Jazz",56.0194358800668,73.4,3,1,1,0,4
1874,"3","Jazz",54.8912088128717,63.3,3,1,0,1,3
1875,"3","Jazz",52.5050411199779,65.4,2,1,1,0,1
1876,"3","Jazz",52.720848069484,70.7,3,1,0,0,3
1877,"3","Instrumental_Jazz",48.5407151331434,80.2,5,0,0,1,5
1878,"3","No_Music",48.4490571056219,75.2,3,1,1,1,1
1879,"3","No_Music",44.2459220046518,77,3,1,1,0,1
1880,"3","Jazz",48.9954706722861,70.3,3,1,1,1,3
1881,"3","Jazz",58.01979892117,63.7,1,1,0,1,1
1882,"3","No_Music",47.2513594337272,77.5,4,0,1,1,4
1883,"3","Instrumental_Jazz",45.3027514919777,84.5,2,0,1,1,1
1884,"3","No_Music",57.440540294836,76.4,4,1,1,0,1
1885,"3","Jazz",55.170491787784,76.8,3,0,0,0,3
1886,"3","No_Music",46.2276812516725,76.8,3,1,1,0,1
1887,"3","No_Music",56.2746170938924,77,1,1,0,0,3
1888,"3","Instrumental_Jazz",47.7377138928696,89,3,1,1,0,2
1889,"3","Instrumental_Jazz",47.9777218029368,86.8,3,0,0,0,3
1890,"3","Jazz",56.5667541262663,79.1,2,1,1,0,3
1891,"3","No_Music",49.4642774719119,76.7,1,0,1,1,2
1892,"3","Jazz",52.2597840620988,62.9,1,0,1,0,2
1893,"3","No_Music",51.0441881905341,70.2,5,1,1,1,3
1894,"3","No_Music",47.7863226500467,79.3,1,0,1,1,2
1895,"3","Instrumental_Jazz",44.4624968770916,93.1,3,0,1,1,3
1896,"3","Instrumental_Jazz",51.2180934660121,79.1,3,0,1,1,2
1897,"3","Instrumental_Jazz",50.103379000611,83.3,4,0,1,1,2
1898,"3","No_Music",49.8135150584432,76.5,3,1,1,1,2
1899,"3","Instrumental_Jazz",51.5485177479727,90.6,5,0,1,0,1
1900,"3","Instrumental_Jazz",38.2411524904671,79.3,1,1,0,1,2
1901,"3","Instrumental_Jazz",38.6508611303238,94.3,4,0,0,0,2
1902,"3","Jazz",51.8080860444087,64.2,1,1,1,0,3
1903,"3","Jazz",51.4998244001962,66.4,3,0,1,0,4
1904,"3","Jazz",57.5521202822842,67.4,3,1,1,1,5
1905,"3","No_Music",47.4516813903417,82.3,2,1,1,1,3
1906,"3","Instrumental_Jazz",39.0640389793357,83.2,3,1,0,0,4
1907,"3","Jazz",53.602899873785,60.4,3,0,0,1,4
1908,"3","Instrumental_Jazz",41.9365260574957,90.4,4,0,1,1,3
1909,"3","Jazz",57.0874610706426,69.6,2,1,1,1,5
1910,"3","Instrumental_Jazz",39.2112026153386,87.5,2,1,1,0,4
1911,"3","No_Music",39.4168209465558,84.6,4,1,0,1,4
1912,"3","Jazz",51.5299284394505,68.1,3,1,0,0,5
1913,"3","Jazz",48.8440138906772,63.1,3,0,1,0,2
1914,"3","Jazz",62.1910832007617,60,2,1,1,0,4
1915,"3","Instrumental_Jazz",41.8660460958719,83,2,0,1,1,3
1916,"3","Instrumental_Jazz",45.7047760250228,78.7,1,0,0,1,5
1917,"3","No_Music",51.0556636721765,79.3,2,0,1,0,1
1918,"3","Instrumental_Jazz",50.1821738118429,79,2,1,1,1,3
1919,"3","Jazz",50.114919783975,62.6,3,1,0,1,2
1920,"3","Instrumental_Jazz",53.8178229279192,90.1,5,1,1,1,2
1921,"3","Instrumental_Jazz",41.4182339846306,84.1,4,1,1,1,3
1922,"3","No_Music",53.8307899557046,85.2,3,0,0,1,1
1923,"3","No_Music",51.6214546771089,76.9,2,1,0,1,2
1924,"3","Instrumental_Jazz",41.0441910271254,80.5,2,1,1,1,2
1925,"3","Jazz",52.2104952385323,69.8,2,1,1,0,3
1926,"3","Instrumental_Jazz",53.7008240797332,87.3,5,1,1,1,3
1927,"3","Instrumental_Jazz",43.2494061427179,85.4,2,1,0,0,3
1928,"3","Jazz",49.2008367541429,70.9,2,1,1,0,5
1929,"3","Jazz",57.8369248495442,64.6,1,0,1,0,2
1930,"3","Jazz",50.3884068615026,64.7,2,1,0,1,3
1931,"3","Instrumental_Jazz",45.7022216626361,84,1,1,0,0,2
1932,"3","Jazz",56.8217072372364,65.3,2,1,1,0,1
1933,"3","Instrumental_Jazz",47.3586092179997,86.8,4,1,1,1,4
1934,"3","No_Music",47.1380763948518,77,3,1,1,1,5
1935,"3","Jazz",59.9694281612934,68.7,4,1,1,0,1
1936,"3","Jazz",50.3034573709418,68.9,3,1,1,0,2
1937,"3","Instrumental_Jazz",50.5604337495582,80.4,2,1,1,1,2
1938,"3","No_Music",52.6520396065813,82.7,3,1,1,0,4
1939,"3","Jazz",50.3563603865265,69.8,2,1,0,0,2
1940,"3","No_Music",62.2945620115939,76.1,3,0,1,1,3
1941,"3","Jazz",51.1260755062529,74.5,4,1,0,1,3
1942,"3","Jazz",43.9067225823221,70.4,5,1,1,0,3
1943,"3","Instrumental_Jazz",45.60769476428,91.8,5,1,1,1,1
1944,"3","Instrumental_Jazz",48.1342457651933,74.4,3,0,0,0,3
1945,"3","Jazz",57.5962855158094,63.9,4,1,1,1,5
1946,"3","No_Music",53.0480446126619,79.9,2,1,1,0,5
1947,"3","Instrumental_Jazz",43.6913030044064,81.8,3,0,0,0,3
1948,"3","No_Music",60.1160941193913,80.8,1,1,0,1,5
1949,"3","No_Music",57.9163845614323,79.5,3,1,0,1,1
1950,"3","No_Music",46.8537122178085,74.1,3,1,1,0,3
1951,"3","Jazz",44.2688338247702,78.3,2,1,0,0,5
1952,"3","No_Music",45.6880836326,81.6,3,0,0,0,1
1953,"3","No_Music",52.4289987591479,73.7,1,1,0,0,2
1954,"3","Instrumental_Jazz",43.3415669878725,80.8,2,1,0,1,5
1955,"3","Instrumental_Jazz",50.464970729215,86.1,3,1,1,0,3
1956,"3","No_Music",44.4631817326318,67.9,2,1,0,1,3
1957,"3","Instrumental_Jazz",40.2692120298521,82.7,2,1,0,1,3
1958,"3","Instrumental_Jazz",49.5943140082752,82.4,2,1,1,1,3
1959,"3","No_Music",50.0096328754964,76.1,3,0,1,1,5
1960,"3","Instrumental_Jazz",44.8056648105868,97.3,3,0,0,1,3
1961,"3","Jazz",51.8244374450463,67.6,3,1,1,1,1
1962,"3","No_Music",47.5588301958758,81.9,3,1,0,1,1
1963,"3","Instrumental_Jazz",36.8823217086075,76.5,2,0,1,0,2
1964,"3","No_Music",42.5154251164546,69.6,4,1,1,0,2
1965,"3","Jazz",56.0903238556064,75.6,3,1,1,0,1
1966,"3","Instrumental_Jazz",49.6876775577536,84.5,3,1,0,0,4
1967,"3","Instrumental_Jazz",60.1272414421981,83,3,1,1,0,2
1968,"3","Jazz",45.046049459829,66.3,5,1,0,0,3
1969,"3","Instrumental_Jazz",44.5548692930585,82.5,2,0,0,0,3
1970,"3","Jazz",52.307245453035,65.4,4,0,1,1,3
1971,"3","Instrumental_Jazz",49.3197515840761,82.2,3,0,1,0,3
1972,"3","Instrumental_Jazz",41.2229184518589,86.9,3,1,0,1,5
1973,"3","Jazz",53.590544832465,65.5,4,1,1,0,2
1974,"3","No_Music",45.5317036579647,83.6,3,1,0,1,4
1975,"3","No_Music",49.5124607049485,75.1,1,1,0,0,1
1976,"3","Jazz",44.5638133291411,60.3,3,1,1,1,1
1977,"3","No_Music",44.9765804829929,76.9,1,0,1,0,3
1978,"3","Jazz",48.6863358540452,72,5,1,0,0,4
1979,"3","Instrumental_Jazz",48.4936147663309,88.8,4,1,1,1,3
1980,"3","Instrumental_Jazz",52.3097214589107,76.1,4,1,0,0,3
1981,"3","No_Music",45.0528443835843,75.6,2,0,1,0,2
1982,"3","Instrumental_Jazz",41.9661254801254,90.5,3,0,1,0,1
1983,"3","Jazz",52.2245600064938,73.8,4,1,1,1,2
1984,"3","No_Music",47.6970547739531,81,2,1,1,0,3
1985,"3","No_Music",49.7055274939115,75,3,1,1,1,1
1986,"3","Jazz",49.5329199547129,65.8,5,1,0,0,4
1987,"3","Instrumental_Jazz",44.0115480973304,85,3,1,0,0,1
1988,"3","Jazz",49.942981242329,72.1,2,1,0,1,3
1989,"3","Jazz",51.6943015180832,67.7,3,1,0,1,1
1990,"3","No_Music",49.6633021284471,76.8,2,1,0,0,4
1991,"3","No_Music",52.7375239555785,82.2,3,1,0,0,1
1992,"3","Instrumental_Jazz",47.5107371042056,88.2,3,0,1,0,1
1993,"3","No_Music",51.662931751461,76.6,4,1,0,0,3
1994,"3","Jazz",47.7585833163142,66,2,0,0,0,3
1995,"3","Instrumental_Jazz",46.1709699685173,88.5,3,1,1,0,2
1996,"3","Instrumental_Jazz",47.2528822946614,84.5,3,1,0,1,3
1997,"3","Instrumental_Jazz",40.4620658341306,83.4,5,0,0,0,2
1998,"3","Jazz",48.7278481136386,72.7,2,1,0,1,2
1999,"3","Jazz",50.030305726937,69,3,1,1,1,3
2000,"3","Jazz",52.6302752411488,78.4,1,1,0,0,3
2001,"3","Instrumental_Jazz",35.2550285361459,78.2,3,0,0,1,3
2002,"3","Instrumental_Jazz",53.1692710362194,77.7,2,0,1,1,2
2003,"3","Instrumental_Jazz",48.1056393249214,77.9,5,1,0,0,1
2004,"3","Jazz",55.5115047707837,78.7,4,1,0,0,1
2005,"3","Jazz",54.8997233565488,67,4,1,1,1,2
2006,"3","No_Music",50.5750189951166,79.2,3,0,0,0,5
2007,"3","Instrumental_Jazz",33.8249455221295,77.8,2,1,1,1,2
2008,"3","No_Music",49.7318264930178,74.1,1,1,1,1,3
2009,"3","Jazz",52.2452833012306,70.8,3,1,1,0,2
2010,"3","No_Music",40.447680505406,81.5,4,1,1,0,3
2011,"3","Instrumental_Jazz",50.4423789843041,92.1,2,1,1,0,1
2012,"3","No_Music",42.1225475135368,75.4,2,1,1,1,1
2013,"3","No_Music",47.7623326157455,78.1,2,1,1,1,2
2014,"3","Jazz",44.5333452365987,73.9,3,1,1,1,2
2015,"3","Jazz",49.9522460095782,63.2,2,0,0,1,5
2016,"3","Jazz",57.6159951384178,68.7,3,1,1,1,1
2017,"3","Instrumental_Jazz",46.297603371153,84.3,4,1,1,0,2
2018,"3","Instrumental_Jazz",44.876390983318,96.3,3,1,1,0,3
2019,"3","Instrumental_Jazz",53.0629629009973,83.5,1,1,1,1,3
2020,"3","No_Music",56.5012837938431,78.8,4,0,1,1,5
2021,"3","Instrumental_Jazz",44.9128345129229,88.4,3,0,1,1,3
2022,"3","Instrumental_Jazz",42.785487604677,80.5,2,0,1,0,1
2023,"3","No_Music",51.9386330244244,79.5,2,1,0,0,2
2024,"3","Instrumental_Jazz",48.8717731260944,84.7,5,1,1,0,2
2025,"3","No_Music",55.4514394797193,72,3,0,1,0,1
2026,"3","Instrumental_Jazz",40.9978030911596,83.3,3,1,0,1,5
2027,"3","Instrumental_Jazz",46.4398584781515,88.4,3,1,1,1,4
2028,"3","No_Music",51.8129195888078,80,3,0,1,0,3
2029,"3","No_Music",45.3628241427267,81.8,5,1,0,0,3
2030,"3","No_Music",43.0028069980539,75.7,3,0,0,0,3
